date,close,date,high,low,open,quoteVolume,volume,weightedAverage
2015-12-31 16:00:00,4.66e-06,1451577600,4.66e-06,4.66e-06,4.66e-06,0.0,0.0,4.66e-06
2015-12-31 20:00:00,3.62e-06,1451592000,4.75e-06,3.62e-06,4.75e-06,10000.0,0.0410128,4.1e-06
2016-01-01 00:00:00,4.77e-06,1451606400,4.78e-06,4.7e-06,4.77e-06,4273.34941166,0.02031813,4.75e-06
2016-01-01 04:00:00,4.52e-06,1451620800,4.8e-06,4.5e-06,4.5e-06,2608.2525525,0.01178129,4.51e-06
2016-01-01 08:00:00,4.52e-06,1451635200,4.52e-06,4.52e-06,4.52e-06,979.16,0.0044258,4.52e-06
2016-01-01 12:00:00,4.52e-06,1451649600,4.52e-06,4.52e-06,4.52e-06,0.0,0.0,4.52e-06
2016-01-01 16:00:00,4.5e-06,1451664000,4.63e-06,4.5e-06,4.63e-06,1200.0,0.0054722,4.56e-06
2016-01-01 20:00:00,4.5e-06,1451678400,4.5e-06,4.5e-06,4.5e-06,0.0,0.0,4.5e-06
2016-01-02 00:00:00,4.5e-06,1451692800,4.5e-06,4.5e-06,4.5e-06,0.0,0.0,4.5e-06
2016-01-02 04:00:00,4.5e-06,1451707200,4.5e-06,4.5e-06,4.5e-06,0.0,0.0,4.5e-06
2016-01-02 08:00:00,4.5e-06,1451721600,4.5e-06,4.5e-06,4.5e-06,0.0,0.0,4.5e-06
2016-01-02 12:00:00,4.5e-06,1451736000,4.5e-06,4.5e-06,4.5e-06,233.35254717,0.00105008,4.5e-06
2016-01-02 16:00:00,4.5e-06,1451750400,4.65e-06,4.5e-06,4.65e-06,434.91855505,0.00201465,4.63e-06
2016-01-02 20:00:00,4.5e-06,1451764800,4.5e-06,4.5e-06,4.5e-06,0.0,0.0,4.5e-06
2016-01-03 00:00:00,4.5e-06,1451779200,4.5e-06,4.5e-06,4.5e-06,0.0,0.0,4.5e-06
2016-01-03 04:00:00,4.5e-06,1451793600,4.5e-06,4.5e-06,4.5e-06,0.0,0.0,4.5e-06
2016-01-03 08:00:00,4.5e-06,1451808000,4.5e-06,4.5e-06,4.5e-06,0.0,0.0,4.5e-06
2016-01-03 12:00:00,4.5e-06,1451822400,4.5e-06,4.5e-06,4.5e-06,960.37364331,0.00432168,4.5e-06
2016-01-03 16:00:00,4.99e-06,1451836800,4.99e-06,4.99e-06,4.99e-06,110.22044088,0.00054999,4.99e-06
2016-01-03 20:00:00,4.99e-06,1451851200,4.99e-06,4.99e-06,4.99e-06,0.0,0.0,4.99e-06
2016-01-04 00:00:00,4.99e-06,1451865600,4.99e-06,4.99e-06,4.99e-06,0.0,0.0,4.99e-06
2016-01-04 04:00:00,4.99e-06,1451880000,4.99e-06,4.99e-06,4.99e-06,0.0,0.0,4.99e-06
2016-01-04 08:00:00,5.5e-06,1451894400,5.5e-06,4.99e-06,4.99e-06,2900.27128159,0.01474836,5.08e-06
2016-01-04 12:00:00,5.5e-06,1451908800,5.5e-06,5.5e-06,5.5e-06,0.0,0.0,5.5e-06
2016-01-04 16:00:00,5.5e-06,1451923200,5.5e-06,5.5e-06,5.5e-06,0.0,0.0,5.5e-06
2016-01-04 20:00:00,4.59e-06,1451937600,4.59e-06,4.59e-06,4.59e-06,2652.39808037,0.0121745,4.59e-06
2016-01-05 00:00:00,5.71e-06,1451952000,5.71e-06,5.47e-06,5.47e-06,4801.54660408,0.02683616,5.58e-06
2016-01-05 04:00:00,5.71e-06,1451966400,5.71e-06,5.71e-06,5.71e-06,0.0,0.0,5.71e-06
2016-01-05 08:00:00,5.71e-06,1451980800,5.71e-06,5.71e-06,5.71e-06,0.0,0.0,5.71e-06
2016-01-05 12:00:00,5.71e-06,1451995200,5.71e-06,5.7e-06,5.7e-06,912.44795128,0.00520722,5.7e-06
2016-01-05 16:00:00,5.71e-06,1452009600,5.71e-06,5.71e-06,5.71e-06,0.0,0.0,5.71e-06
2016-01-05 20:00:00,5.71e-06,1452024000,5.71e-06,5.71e-06,5.71e-06,0.0,0.0,5.71e-06
2016-01-06 00:00:00,5.71e-06,1452038400,5.71e-06,5.71e-06,5.71e-06,0.0,0.0,5.71e-06
2016-01-06 04:00:00,5.71e-06,1452052800,5.71e-06,5.71e-06,5.71e-06,0.0,0.0,5.71e-06
2016-01-06 08:00:00,5.71e-06,1452067200,5.71e-06,5.71e-06,5.71e-06,0.0,0.0,5.71e-06
2016-01-06 12:00:00,5.71e-06,1452081600,5.71e-06,5.71e-06,5.71e-06,0.0,0.0,5.71e-06
2016-01-06 16:00:00,5.71e-06,1452096000,5.71e-06,5.71e-06,5.71e-06,0.0,0.0,5.71e-06
2016-01-06 20:00:00,5.5e-06,1452110400,5.5e-06,5.5e-06,5.5e-06,5516.85300084,0.03034269,5.5e-06
2016-01-07 00:00:00,5.5e-06,1452124800,5.5e-06,5.5e-06,5.5e-06,0.0,0.0,5.5e-06
2016-01-07 04:00:00,5.5e-06,1452139200,5.5e-06,5.5e-06,5.5e-06,0.0,0.0,5.5e-06
2016-01-07 08:00:00,5.5e-06,1452153600,5.5e-06,5.5e-06,5.5e-06,0.0,0.0,5.5e-06
2016-01-07 12:00:00,4.86e-06,1452168000,5.17e-06,4.86e-06,5.17e-06,10000.34474306,0.05051236,5.05e-06
2016-01-07 16:00:00,5.13e-06,1452182400,5.13e-06,5.13e-06,5.13e-06,679.04614485,0.0034835,5.13e-06
2016-01-07 20:00:00,5.1e-06,1452196800,5.13e-06,5.1e-06,5.13e-06,1791.57672511,0.0091437,5.1e-06
2016-01-08 00:00:00,5.1e-06,1452211200,5.1e-06,5.1e-06,5.1e-06,0.0,0.0,5.1e-06
2016-01-08 04:00:00,5.1e-06,1452225600,5.1e-06,5.1e-06,5.1e-06,0.0,0.0,5.1e-06
2016-01-08 08:00:00,4.99e-06,1452240000,5.1e-06,4.99e-06,5.1e-06,10075.3456,0.05083426,5.04e-06
2016-01-08 12:00:00,4.57e-06,1452254400,4.95e-06,4.57e-06,4.95e-06,800.0,0.00380031,4.75e-06
2016-01-08 16:00:00,4.57e-06,1452268800,4.57e-06,4.57e-06,4.57e-06,0.0,0.0,4.57e-06
2016-01-08 20:00:00,4.57e-06,1452283200,4.57e-06,4.57e-06,4.57e-06,0.0,0.0,4.57e-06
2016-01-09 00:00:00,4.57e-06,1452297600,4.57e-06,4.57e-06,4.57e-06,0.0,0.0,4.57e-06
2016-01-09 04:00:00,4.57e-06,1452312000,4.57e-06,4.57e-06,4.57e-06,0.0,0.0,4.57e-06
2016-01-09 08:00:00,4.57e-06,1452326400,4.57e-06,4.57e-06,4.57e-06,0.0,0.0,4.57e-06
2016-01-09 12:00:00,4.57e-06,1452340800,4.57e-06,4.57e-06,4.57e-06,0.0,0.0,4.57e-06
2016-01-09 16:00:00,4.57e-06,1452355200,4.57e-06,4.57e-06,4.57e-06,0.0,0.0,4.57e-06
2016-01-09 20:00:00,4.57e-06,1452369600,4.57e-06,4.57e-06,4.57e-06,0.0,0.0,4.57e-06
2016-01-10 00:00:00,4.57e-06,1452384000,4.57e-06,4.57e-06,4.57e-06,0.0,0.0,4.57e-06
