date,close,date,high,low,open,quoteVolume,volume,weightedAverage
2015-12-31 16:00:00,3.61e-05,1451577600,3.696e-05,3.581e-05,3.666e-05,13579.65684264,0.48968799,3.606e-05
2015-12-31 20:00:00,3.693e-05,1451592000,3.792e-05,3.61e-05,3.61e-05,10377.73175248,0.388749,3.745e-05
2016-01-01 00:00:00,3.702e-05,1451606400,3.702e-05,3.652e-05,3.694e-05,1405.2801994,0.05153904,3.667e-05
2016-01-01 04:00:00,3.642e-05,1451620800,3.652e-05,3.642e-05,3.652e-05,2182.95591848,0.0797159,3.651e-05
2016-01-01 08:00:00,3.681e-05,1451635200,3.699e-05,3.646e-05,3.651e-05,2159.84775362,0.07954804,3.683e-05
2016-01-01 12:00:00,3.668e-05,1451649600,3.668e-05,3.668e-05,3.668e-05,268.17491801,0.00983665,3.668e-05
2016-01-01 16:00:00,3.725e-05,1451664000,3.746e-05,3.691e-05,3.724e-05,15499.28635317,0.57339038,3.699e-05
2016-01-01 20:00:00,3.768e-05,1451678400,3.774e-05,3.725e-05,3.725e-05,16875.56858571,0.63366125,3.754e-05
2016-01-02 00:00:00,3.857e-05,1451692800,3.941e-05,3.768e-05,3.768e-05,19414.48845426,0.74322117,3.828e-05
2016-01-02 04:00:00,3.857e-05,1451707200,3.857e-05,3.857e-05,3.857e-05,0.0,0.0,3.857e-05
2016-01-02 08:00:00,3.856e-05,1451721600,3.856e-05,3.813e-05,3.851e-05,5850.70232477,0.22551026,3.854e-05
2016-01-02 12:00:00,3.811e-05,1451736000,3.932e-05,3.765e-05,3.823e-05,3566.2009832,0.13653452,3.828e-05
2016-01-02 16:00:00,3.78e-05,1451750400,3.78e-05,3.693e-05,3.765e-05,67463.03211678,2.49749268,3.702e-05
2016-01-02 20:00:00,3.704e-05,1451764800,3.895e-05,3.704e-05,3.8e-05,42996.71382148,1.63902917,3.811e-05
2016-01-03 00:00:00,3.807e-05,1451779200,3.807e-05,3.726e-05,3.726e-05,2845.34684562,0.10798419,3.795e-05
2016-01-03 04:00:00,3.697e-05,1451793600,3.821e-05,3.697e-05,3.821e-05,100421.75809603,3.72590211,3.71e-05
2016-01-03 08:00:00,3.788e-05,1451808000,3.823e-05,3.7e-05,3.744e-05,61921.0875977,2.34211344,3.782e-05
2016-01-03 12:00:00,3.788e-05,1451822400,3.788e-05,3.697e-05,3.712e-05,34211.71772579,1.26958339,3.71e-05
2016-01-03 16:00:00,3.762e-05,1451836800,3.786e-05,3.706e-05,3.707e-05,19196.30233592,0.72069298,3.754e-05
2016-01-03 20:00:00,3.59e-05,1451851200,3.79e-05,3.589e-05,3.774e-05,57250.00640282,2.12007057,3.703e-05
2016-01-04 00:00:00,3.75e-05,1451865600,3.8e-05,3.589e-05,3.661e-05,108246.05665456,4.08585457,3.774e-05
