date,close,date,high,low,open,quoteVolume,volume,weightedAverage
2017-09-12 00:00:00,0.00307001,1505174400,0.0075,0.00288,0.0075,60162.24085358,192.85795311,0.00320563
2017-09-12 04:00:00,0.00302488,1505188800,0.00316901,0.00293065,0.00307001,142469.13800566,429.20031132,0.00301258
2017-09-12 08:00:00,0.00294522,1505203200,0.00302199,0.002925,0.00301889,61263.2853235,181.42564621,0.0029614
2017-09-12 12:00:00,0.0028145,1505217600,0.0029476,0.00280752,0.00294522,73510.84349835,211.60463924,0.00287855
2017-09-12 16:00:00,0.00278142,1505232000,0.00291844,0.00270491,0.00280753,108016.49248598,302.25795031,0.00279825
2017-09-12 20:00:00,0.00280934,1505246400,0.00288496,0.00278142,0.00278142,48912.69262258,139.07941456,0.00284342
2017-09-13 00:00:00,0.002639,1505260800,0.002826,0.002639,0.0027896,49516.42843983,135.21108573,0.00273063
2017-09-13 04:00:00,0.00267393,1505275200,0.00273203,0.00254,0.00264696,51758.0496011,137.00249569,0.00264697
2017-09-13 08:00:00,0.00255516,1505289600,0.002726,0.00252,0.00267424,36483.05922549,95.44600428,0.00261617
2017-09-13 12:00:00,0.00265086,1505304000,0.002661,0.00249,0.00256353,64997.49170519,168.64951122,0.0025947
2017-09-13 16:00:00,0.00273898,1505318400,0.00308989,0.00260597,0.00264821,59354.87304753,166.35414714,0.0028027
2017-09-13 20:00:00,0.00272975,1505332800,0.00282737,0.00268652,0.00273199,26136.85232089,71.74628541,0.00274502
2017-09-14 00:00:00,0.00275717,1505347200,0.002846,0.002718,0.00276266,24384.95558967,67.64481489,0.00277403
2017-09-14 04:00:00,0.00278285,1505361600,0.002792,0.00270302,0.00274955,14672.81399663,40.24307865,0.00274269
2017-09-14 08:00:00,0.00257637,1505376000,0.00281798,0.00250424,0.00277697,73962.65201769,197.80591329,0.0026744
2017-09-14 12:00:00,0.00251404,1505390400,0.00266396,0.00235,0.00257637,137018.2770919,341.76367648,0.00249429
2017-09-14 16:00:00,0.00261965,1505404800,0.00265531,0.002295,0.002498,113576.65760548,280.22233409,0.00246725
2017-09-14 20:00:00,0.00251413,1505419200,0.00265438,0.00248015,0.002603,50662.22975603,129.32739423,0.00255273
2017-09-15 00:00:00,0.00255822,1505433600,0.002659,0.00248162,0.00251246,20794.53858492,53.65360387,0.00258017
